graph20_40_852.txt: 
Min Cuts: 37 
R Size | Number of Cuts
     1 |            10
     2 |             1
     3 |             2
     4 |             5
     5 |             2
     6 |             1
     7 |             0
     8 |             0
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             6
    15 |             7
    16 |            15
    17 |            11
    18 |             6
    19 |             0

graph20_40_238.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             6
     2 |             5
     3 |             3
     4 |             0
     5 |             2
     6 |             1
     7 |             0
     8 |             0
     9 |             1
    10 |             1
    11 |             2
    12 |             3
    13 |             3
    14 |             3
    15 |             5
    16 |             9
    17 |            11
    18 |            11
    19 |             0

graph20_40_240.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |            11
     2 |             2
     3 |             2
     4 |             3
     5 |             0
     6 |             1
     7 |             5
     8 |             4
     9 |             4
    10 |             4
    11 |             2
    12 |             2
    13 |             4
    14 |             2
    15 |             4
    16 |             6
    17 |             9
    18 |             8
    19 |             0

graph20_40_930.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             7
     2 |             5
     3 |             3
     4 |             1
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             2
    14 |             1
    15 |             3
    16 |             7
    17 |            15
    18 |            23
    19 |             0

graph20_40_899.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             6
     2 |             6
     3 |             2
     4 |             2
     5 |             2
     6 |             1
     7 |             0
     8 |             0
     9 |             1
    10 |             2
    11 |             3
    12 |             1
    13 |             2
    14 |             5
    15 |             2
    16 |             9
    17 |             9
    18 |            14
    19 |             0

graph20_40_905.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             7
     2 |             8
     3 |             2
     4 |             4
     5 |             4
     6 |             1
     7 |             2
     8 |             3
     9 |             4
    10 |             2
    11 |             0
    12 |             2
    13 |             2
    14 |             1
    15 |             5
    16 |             9
    17 |             9
    18 |             4
    19 |             0

graph20_40_343.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             8
     2 |             2
     3 |             4
     4 |             3
     5 |             7
     6 |             4
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             2
    13 |             0
    14 |             2
    15 |             6
    16 |             4
    17 |            13
    18 |            12
    19 |             0

graph20_40_956.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             5
     2 |             5
     3 |             1
     4 |             1
     5 |             1
     6 |             2
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             1
    12 |             1
    13 |             5
    14 |            12
    15 |             7
    16 |            10
    17 |            12
    18 |             7
    19 |             0

graph20_40_845.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             6
     2 |             4
     3 |             3
     4 |             3
     5 |             1
     6 |             1
     7 |             3
     8 |             3
     9 |             2
    10 |             2
    11 |             1
    12 |             5
    13 |             3
    14 |             9
    15 |             6
    16 |            12
    17 |             4
    18 |             3
    19 |             0

graph20_40_311.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             2
     2 |             3
     3 |             7
     4 |             3
     5 |             2
     6 |             1
     7 |             2
     8 |             1
     9 |             0
    10 |             5
    11 |             8
    12 |             6
    13 |             4
    14 |             2
    15 |             5
    16 |             6
    17 |            11
    18 |             4
    19 |             0

graph20_40_115.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             5
     2 |             5
     3 |             5
     4 |             1
     5 |             1
     6 |             3
     7 |             3
     8 |             1
     9 |             3
    10 |             5
    11 |             8
    12 |             9
    13 |             5
    14 |             5
    15 |             5
    16 |             1
    17 |             6
    18 |             3
    19 |             0

graph20_40_802.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             3
     2 |             5
     3 |             3
     4 |             4
     5 |             6
     6 |             4
     7 |             1
     8 |             2
     9 |             2
    10 |             2
    11 |             1
    12 |             6
    13 |             9
    14 |             6
    15 |             4
    16 |             4
    17 |             7
    18 |             6
    19 |             0

graph20_40_767.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             8
     2 |             4
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             2
    10 |             1
    11 |             1
    12 |             3
    13 |             2
    14 |             7
    15 |             8
    16 |             9
    17 |            15
    18 |             7
    19 |             0

graph20_40_386.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             4
     2 |             4
     3 |             3
     4 |             4
     5 |             2
     6 |             2
     7 |             2
     8 |             2
     9 |             1
    10 |             2
    11 |             2
    12 |             4
    13 |             4
    14 |             4
    15 |             2
    16 |             3
    17 |            12
    18 |            15
    19 |             0

graph20_40_466.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             6
     2 |             5
     3 |             4
     4 |             3
     5 |             2
     6 |             3
     7 |             2
     8 |             0
     9 |             1
    10 |             0
    11 |             2
    12 |             2
    13 |             1
    14 |             3
    15 |             6
    16 |             7
    17 |            10
    18 |            14
    19 |             0

graph20_40_506.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             3
     2 |             2
     3 |             6
     4 |             8
     5 |            14
     6 |             9
     7 |             2
     8 |             2
     9 |             1
    10 |             2
    11 |             4
    12 |             2
    13 |             2
    14 |             2
    15 |             9
    16 |             6
    17 |             2
    18 |             0
    19 |             0

graph20_40_680.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             0
     4 |             1
     5 |             1
     6 |             0
     7 |             0
     8 |             4
     9 |             7
    10 |            10
    11 |             5
    12 |             6
    13 |             9
    14 |             6
    15 |             4
    16 |             5
    17 |             4
    18 |             2
    19 |             0

graph20_40_618.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             5
     2 |             3
     3 |             2
     4 |             2
     5 |             6
     6 |             1
     7 |             1
     8 |             1
     9 |             0
    10 |             1
    11 |             3
    12 |             4
    13 |             5
    14 |             3
    15 |             6
    16 |            11
    17 |             8
    18 |            10
    19 |             0

graph20_40_319.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             6
     2 |             6
     3 |             7
     4 |             8
     5 |             8
     6 |             5
     7 |             3
     8 |             4
     9 |             2
    10 |             4
    11 |             2
    12 |             1
    13 |             0
    14 |             3
    15 |             3
    16 |             5
    17 |             3
    18 |             5
    19 |             0

graph20_40_87.txt: 
Min Cuts: 82 
R Size | Number of Cuts
     1 |             7
     2 |             3
     3 |             3
     4 |             1
     5 |             2
     6 |             0
     7 |             0
     8 |             2
     9 |             1
    10 |             2
    11 |             1
    12 |             5
    13 |             6
    14 |             5
    15 |             6
    16 |            16
    17 |             6
    18 |             5
    19 |             0

graph20_40_631.txt: 
Min Cuts: 82 
R Size | Number of Cuts
     1 |             6
     2 |             3
     3 |             0
     4 |             2
     5 |             1
     6 |             0
     7 |             0
     8 |             2
     9 |             1
    10 |             2
    11 |             3
    12 |             5
    13 |             9
    14 |             5
    15 |             8
    16 |            14
    17 |            10
    18 |             4
    19 |             0

graph20_40_357.txt: 
Min Cuts: 82 
R Size | Number of Cuts
     1 |             4
     2 |             3
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             3
    13 |             1
    14 |             3
    15 |             6
    16 |            15
    17 |            15
    18 |            16
    19 |             0

graph20_40_243.txt: 
Min Cuts: 82 
R Size | Number of Cuts
     1 |             9
     2 |             4
     3 |             3
     4 |             3
     5 |             1
     6 |             3
     7 |             2
     8 |             3
     9 |             4
    10 |             5
    11 |             2
    12 |             3
    13 |             2
    14 |             4
    15 |             4
    16 |             6
    17 |             6
    18 |             6
    19 |             0

graph20_40_80.txt: 
Min Cuts: 82 
R Size | Number of Cuts
     1 |             5
     2 |             3
     3 |             2
     4 |             0
     5 |             1
     6 |             3
     7 |             2
     8 |             2
     9 |             1
    10 |             3
    11 |             6
    12 |             6
    13 |             7
    14 |             4
    15 |             1
    16 |             5
    17 |             5
    18 |            16
    19 |             0

graph20_40_372.txt: 
Min Cuts: 82 
R Size | Number of Cuts
     1 |             3
     2 |             6
     3 |             2
     4 |             2
     5 |             2
     6 |             2
     7 |             4
     8 |             4
     9 |             2
    10 |             2
    11 |             3
    12 |             4
    13 |             1
    14 |             3
    15 |            10
    16 |            10
    17 |            10
    18 |             4
    19 |             0

graph20_40_42.txt: 
Min Cuts: 82 
R Size | Number of Cuts
     1 |             7
     2 |             4
     3 |             3
     4 |             4
     5 |             1
     6 |             1
     7 |             1
     8 |             1
     9 |             2
    10 |             4
    11 |             1
    12 |             2
    13 |             1
    14 |             7
    15 |             7
    16 |            12
    17 |             7
    18 |             8
    19 |             0

graph20_40_360.txt: 
Min Cuts: 82 
R Size | Number of Cuts
     1 |             8
     2 |             2
     3 |             4
     4 |             7
     5 |             4
     6 |             3
     7 |             6
     8 |             0
     9 |             2
    10 |             3
    11 |             5
    12 |             8
    13 |             5
    14 |             2
    15 |             4
    16 |             1
    17 |             3
    18 |             4
    19 |             0

graph20_40_267.txt: 
Min Cuts: 82 
R Size | Number of Cuts
     1 |             5
     2 |             6
     3 |             6
     4 |             5
     5 |             1
     6 |             0
     7 |             1
     8 |             0
     9 |             2
    10 |             1
    11 |             2
    12 |             2
    13 |             2
    14 |             2
    15 |             4
    16 |             8
    17 |            16
    18 |            10
    19 |             0

graph20_40_935.txt: 
Min Cuts: 82 
R Size | Number of Cuts
     1 |             6
     2 |             4
     3 |             0
     4 |             1
     5 |             1
     6 |             1
     7 |             0
     8 |             3
     9 |             2
    10 |             2
    11 |             4
    12 |             4
    13 |             8
    14 |             8
    15 |             8
    16 |             8
    17 |             8
    18 |             2
    19 |             0

graph20_40_247.txt: 
Min Cuts: 82 
R Size | Number of Cuts
     1 |             7
     2 |             3
     3 |             5
     4 |             2
     5 |             3
     6 |             1
     7 |             1
     8 |             0
     9 |             1
    10 |             0
    11 |             6
    12 |             6
    13 |             8
    14 |            14
    15 |             7
    16 |             3
    17 |             4
    18 |             2
    19 |             0

graph20_40_807.txt: 
Min Cuts: 82 
R Size | Number of Cuts
     1 |             2
     2 |             3
     3 |             1
     4 |             4
     5 |             7
     6 |             3
     7 |             1
     8 |             0
     9 |             1
    10 |             1
    11 |             1
    12 |             2
    13 |             4
    14 |             9
    15 |            15
    16 |            11
    17 |             3
    18 |             2
    19 |             0

graph20_40_250.txt: 
Min Cuts: 82 
R Size | Number of Cuts
     1 |             6
     2 |             7
     3 |             5
     4 |             3
     5 |             0
     6 |             1
     7 |             0
     8 |             1
     9 |             2
    10 |             0
    11 |             1
    12 |             2
    13 |             2
    14 |             2
    15 |             4
    16 |            12
    17 |            16
    18 |            10
    19 |             0

graph20_40_409.txt: 
Min Cuts: 82 
R Size | Number of Cuts
     1 |             8
     2 |             4
     3 |             1
     4 |             1
     5 |             1
     6 |             1
     7 |             0
     8 |             1
     9 |             2
    10 |             2
    11 |             3
    12 |             4
    13 |             7
    14 |            10
    15 |             6
    16 |             6
    17 |             3
    18 |            13
    19 |             0

graph20_40_561.txt: 
Min Cuts: 82 
R Size | Number of Cuts
     1 |             3
     2 |             4
     3 |             1
     4 |             1
     5 |             1
     6 |             3
     7 |             2
     8 |             2
     9 |             6
    10 |             8
    11 |             8
    12 |             6
    13 |             5
    14 |             3
    15 |             3
    16 |             5
    17 |             4
    18 |             8
    19 |             0

graph20_40_796.txt: 
Min Cuts: 82 
R Size | Number of Cuts
     1 |             3
     2 |             2
     3 |             0
     4 |             2
     5 |             3
     6 |             2
     7 |             2
     8 |             3
     9 |             4
    10 |             7
    11 |             6
    12 |             9
    13 |             6
    14 |             9
    15 |             8
    16 |             2
    17 |             3
    18 |             3
    19 |             0

graph20_40_366.txt: 
Min Cuts: 82 
R Size | Number of Cuts
     1 |             8
     2 |             3
     3 |             3
     4 |             0
     5 |             1
     6 |             1
     7 |             1
     8 |             0
     9 |             1
    10 |             1
    11 |             0
    12 |             3
    13 |             3
    14 |             9
    15 |             3
    16 |            14
    17 |            11
    18 |            10
    19 |             0

graph20_40_787.txt: 
Min Cuts: 83 
R Size | Number of Cuts
     1 |             6
     2 |             6
     3 |             6
     4 |             6
     5 |             8
     6 |             4
     7 |             3
     8 |             1
     9 |             1
    10 |             3
    11 |             5
    12 |             4
    13 |             4
    14 |             4
    15 |             2
    16 |             2
    17 |             5
    18 |             5
    19 |             0

graph20_40_519.txt: 
Min Cuts: 83 
R Size | Number of Cuts
     1 |             9
     2 |             5
     3 |             3
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             5
    15 |             6
    16 |            18
    17 |            16
    18 |             8
    19 |             0

graph20_40_563.txt: 
Min Cuts: 83 
R Size | Number of Cuts
     1 |             5
     2 |             5
     3 |             3
     4 |             6
     5 |             3
     6 |             0
     7 |             1
     8 |             2
     9 |             2
    10 |             0
    11 |             1
    12 |             1
    13 |             1
    14 |             3
    15 |             4
    16 |            10
    17 |            15
    18 |            10
    19 |             0

graph20_40_241.txt: 
Min Cuts: 83 
R Size | Number of Cuts
     1 |             2
     2 |             2
     3 |             3
     4 |             4
     5 |             5
     6 |             1
     7 |             2
     8 |             2
     9 |             4
    10 |             3
    11 |             3
    12 |             2
    13 |             7
    14 |             7
    15 |             6
    16 |             7
    17 |             9
    18 |             5
    19 |             0

graph20_40_482.txt: 
Min Cuts: 83 
R Size | Number of Cuts
     1 |             3
     2 |             1
     3 |             2
     4 |             2
     5 |             2
     6 |             3
     7 |             3
     8 |             5
     9 |             4
    10 |             3
    11 |             4
    12 |             6
    13 |             7
    14 |             5
    15 |             4
    16 |             7
    17 |             9
    18 |             2
    19 |             0

graph20_40_303.txt: 
Min Cuts: 83 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             3
     4 |             0
     5 |             0
     6 |             2
     7 |             1
     8 |             0
     9 |             1
    10 |             0
    11 |             1
    12 |             1
    13 |             2
    14 |            10
    15 |            13
    16 |            12
    17 |             7
    18 |            15
    19 |             0

graph20_40_63.txt: 
Min Cuts: 83 
R Size | Number of Cuts
     1 |             4
     2 |             1
     3 |             4
     4 |             4
     5 |             3
     6 |             3
     7 |             4
     8 |             7
     9 |             6
    10 |             6
    11 |             9
    12 |            12
    13 |             4
    14 |             0
    15 |             0
    16 |             1
    17 |             4
    18 |             3
    19 |             0

graph20_40_836.txt: 
Min Cuts: 83 
R Size | Number of Cuts
     1 |             8
     2 |             4
     3 |             3
     4 |             3
     5 |             3
     6 |             0
     7 |             1
     8 |             2
     9 |             3
    10 |             5
    11 |             4
    12 |             2
    13 |             3
    14 |             5
    15 |             7
    16 |             6
    17 |            10
    18 |             7
    19 |             0

graph20_40_485.txt: 
Min Cuts: 83 
R Size | Number of Cuts
     1 |             6
     2 |             0
     3 |             0
     4 |             2
     5 |             3
     6 |             0
     7 |             1
     8 |             3
     9 |             1
    10 |             1
    11 |             0
    12 |             2
    13 |             3
    14 |             1
    15 |            10
    16 |            21
    17 |            11
    18 |             5
    19 |             0

graph20_40_458.txt: 
Min Cuts: 83 
R Size | Number of Cuts
     1 |             4
     2 |             4
     3 |             4
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             9
    14 |             7
    15 |             7
    16 |            15
    17 |            13
    18 |             8
    19 |             0

graph20_40_573.txt: 
Min Cuts: 83 
R Size | Number of Cuts
     1 |             9
     2 |             4
     3 |             2
     4 |             1
     5 |             0
     6 |             0
     7 |             3
     8 |             2
     9 |             0
    10 |             2
    11 |             1
    12 |             2
    13 |             5
    14 |             7
    15 |             7
    16 |             9
    17 |            14
    18 |             2
    19 |             0

graph20_40_204.txt: 
Min Cuts: 83 
R Size | Number of Cuts
     1 |             8
     2 |             5
     3 |             5
     4 |             1
     5 |             5
     6 |             2
     7 |             1
     8 |             0
     9 |             5
    10 |             7
    11 |             7
    12 |             8
    13 |             3
    14 |             3
    15 |             3
    16 |             4
    17 |             2
    18 |             8
    19 |             0

graph20_40_880.txt: 
Min Cuts: 83 
R Size | Number of Cuts
     1 |             4
     2 |             3
     3 |             3
     4 |             1
     5 |             0
     6 |             2
     7 |             1
     8 |             2
     9 |             2
    10 |             1
    11 |             3
    12 |             2
    13 |             7
    14 |            11
    15 |             6
    16 |             7
    17 |            10
    18 |             5
    19 |             0

graph20_40_54.txt: 
Min Cuts: 83 
R Size | Number of Cuts
     1 |             6
     2 |             3
     3 |             5
     4 |             3
     5 |             5
     6 |             4
     7 |             3
     8 |             5
     9 |             4
    10 |             3
    11 |             2
    12 |             3
    13 |             0
    14 |             1
    15 |             8
    16 |             7
    17 |             8
    18 |             5
    19 |             0

graph20_40_679.txt: 
Min Cuts: 83 
R Size | Number of Cuts
     1 |             6
     2 |             5
     3 |             4
     4 |             2
     5 |             2
     6 |             0
     7 |             2
     8 |             3
     9 |             0
    10 |             2
    11 |             6
    12 |             5
    13 |             5
    14 |             6
    15 |             4
    16 |             7
    17 |             6
    18 |             5
    19 |             0

graph20_40_727.txt: 
Min Cuts: 83 
R Size | Number of Cuts
     1 |             3
     2 |             3
     3 |             4
     4 |             4
     5 |             1
     6 |             3
     7 |             2
     8 |             3
     9 |             1
    10 |             0
    11 |             0
    12 |             1
    13 |             1
    14 |             1
    15 |             6
    16 |            14
    17 |            14
    18 |            10
    19 |             0

graph20_40_274.txt: 
Min Cuts: 83 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             2
     4 |             1
     5 |             0
     6 |             0
     7 |             2
     8 |             2
     9 |             0
    10 |             3
    11 |             2
    12 |             6
    13 |             8
    14 |            10
    15 |            12
    16 |            11
    17 |             7
    18 |             1
    19 |             0

graph20_40_903.txt: 
Min Cuts: 83 
R Size | Number of Cuts
     1 |             8
     2 |             1
     3 |             4
     4 |             4
     5 |             3
     6 |             4
     7 |             7
     8 |             9
     9 |             6
    10 |             6
    11 |             4
    12 |             4
    13 |             0
    14 |             3
    15 |             3
    16 |             4
    17 |             1
    18 |             2
    19 |             0

graph20_40_939.txt: 
Min Cuts: 83 
R Size | Number of Cuts
     1 |             6
     2 |             4
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             1
    12 |             1
    13 |             3
    14 |             7
    15 |            10
    16 |            22
    17 |            14
    18 |             5
    19 |             0

graph20_40_688.txt: 
Min Cuts: 83 
R Size | Number of Cuts
     1 |             8
     2 |             4
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             2
     9 |             0
    10 |             2
    11 |             6
    12 |             3
    13 |             9
    14 |             8
    15 |             7
    16 |             6
    17 |             7
    18 |             6
    19 |             0

graph20_40_515.txt: 
Min Cuts: 83 
R Size | Number of Cuts
     1 |             6
     2 |             3
     3 |             1
     4 |             2
     5 |             1
     6 |             2
     7 |             1
     8 |             1
     9 |             2
    10 |             1
    11 |             1
    12 |             2
    13 |             5
    14 |            10
    15 |            10
    16 |            12
    17 |             8
    18 |             5
    19 |             0

graph20_40_39.txt: 
Min Cuts: 84 
R Size | Number of Cuts
     1 |             9
     2 |             4
     3 |             3
     4 |             2
     5 |             1
     6 |             1
     7 |             3
     8 |             5
     9 |             2
    10 |             3
    11 |             4
    12 |             6
    13 |             7
    14 |            14
    15 |             7
    16 |             6
    17 |             0
    18 |             0
    19 |             0

graph20_40_878.txt: 
Min Cuts: 84 
R Size | Number of Cuts
     1 |             3
     2 |             4
     3 |             1
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             1
     9 |             1
    10 |             3
    11 |             0
    12 |             2
    13 |             2
    14 |             1
    15 |             5
    16 |            10
    17 |            16
    18 |            18
    19 |             0

graph20_40_495.txt: 
Min Cuts: 84 
R Size | Number of Cuts
     1 |             6
     2 |             6
     3 |             3
     4 |             3
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             2
    14 |             7
    15 |             4
    16 |             4
    17 |            12
    18 |            21
    19 |             0

graph20_40_388.txt: 
Min Cuts: 84 
R Size | Number of Cuts
     1 |             6
     2 |             2
     3 |             1
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             3
    13 |             4
    14 |             5
    15 |            13
    16 |            12
    17 |            16
    18 |             6
    19 |             0

graph20_40_891.txt: 
Min Cuts: 84 
R Size | Number of Cuts
     1 |             7
     2 |             2
     3 |             1
     4 |             2
     5 |             1
     6 |             2
     7 |             0
     8 |             1
     9 |             3
    10 |             3
    11 |             0
    12 |             0
    13 |             0
    14 |             5
    15 |             5
    16 |             6
    17 |            10
    18 |            22
    19 |             0

graph20_40_88.txt: 
Min Cuts: 84 
R Size | Number of Cuts
     1 |             5
     2 |             4
     3 |             8
     4 |             4
     5 |             7
     6 |             4
     7 |             2
     8 |             1
     9 |             2
    10 |             2
    11 |             2
    12 |             1
    13 |             7
    14 |             6
    15 |             7
    16 |             6
    17 |             5
    18 |             3
    19 |             0

graph20_40_104.txt: 
Min Cuts: 84 
R Size | Number of Cuts
     1 |             6
     2 |             5
     3 |             1
     4 |             1
     5 |             1
     6 |             0
     7 |             1
     8 |             3
     9 |             1
    10 |             1
    11 |             2
    12 |             2
    13 |             3
    14 |             2
    15 |             3
    16 |             8
    17 |            11
    18 |            21
    19 |             0

graph20_40_843.txt: 
Min Cuts: 84 
R Size | Number of Cuts
     1 |             7
     2 |             7
     3 |             0
     4 |             0
     5 |             1
     6 |             2
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             3
    14 |             5
    15 |             7
    16 |            10
    17 |            12
    18 |            13
    19 |             0

graph20_40_196.txt: 
Min Cuts: 84 
R Size | Number of Cuts
     1 |             4
     2 |             7
     3 |             3
     4 |             5
     5 |             4
     6 |             2
     7 |             4
     8 |             2
     9 |             1
    10 |             3
    11 |             0
    12 |             8
    13 |             6
    14 |             5
    15 |             4
    16 |             4
    17 |             3
    18 |            11
    19 |             0

graph20_40_972.txt: 
Min Cuts: 84 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             5
     4 |             3
     5 |             7
     6 |             2
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             3
    12 |             4
    13 |             4
    14 |             5
    15 |             9
    16 |             5
    17 |            10
    18 |            10
    19 |             0

graph20_40_888.txt: 
Min Cuts: 84 
R Size | Number of Cuts
     1 |             4
     2 |             6
     3 |             4
     4 |             4
     5 |             4
     6 |             3
     7 |             6
     8 |             4
     9 |             3
    10 |             3
    11 |             4
    12 |             1
    13 |             5
    14 |             5
    15 |             7
    16 |             6
    17 |             4
    18 |             6
    19 |             0

graph20_40_477.txt: 
Min Cuts: 84 
R Size | Number of Cuts
     1 |             6
     2 |             7
     3 |             5
     4 |             2
     5 |             1
     6 |             1
     7 |             3
     8 |             4
     9 |             3
    10 |             3
    11 |             2
    12 |             3
    13 |             5
    14 |             2
    15 |             3
    16 |             6
    17 |             9
    18 |            10
    19 |             0

graph20_40_571.txt: 
Min Cuts: 84 
R Size | Number of Cuts
     1 |             7
     2 |             4
     3 |             4
     4 |             0
     5 |             0
     6 |             0
     7 |             1
     8 |             3
     9 |             4
    10 |             1
    11 |             0
    12 |             1
    13 |             6
    14 |            11
    15 |             6
    16 |             9
    17 |            12
    18 |             3
    19 |             0

graph20_40_290.txt: 
Min Cuts: 84 
R Size | Number of Cuts
     1 |             9
     2 |             2
     3 |             4
     4 |             4
     5 |             3
     6 |             2
     7 |             2
     8 |             1
     9 |             1
    10 |             2
    11 |             2
    12 |             2
    13 |             1
    14 |             6
    15 |             8
    16 |            10
    17 |             9
    18 |             9
    19 |             0

graph20_40_965.txt: 
Min Cuts: 84 
R Size | Number of Cuts
     1 |             3
     2 |             3
     3 |             6
     4 |             5
     5 |             4
     6 |             4
     7 |             6
     8 |             2
     9 |             2
    10 |             3
    11 |             4
    12 |             4
    13 |             3
    14 |             6
    15 |             7
    16 |             2
    17 |             7
    18 |             2
    19 |             0

graph20_40_906.txt: 
Min Cuts: 85 
R Size | Number of Cuts
     1 |             6
     2 |             6
     3 |             0
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             3
    14 |             1
    15 |             6
    16 |            12
    17 |            16
    18 |            21
    19 |             0

graph20_40_162.txt: 
Min Cuts: 85 
R Size | Number of Cuts
     1 |             8
     2 |             5
     3 |             2
     4 |             3
     5 |             2
     6 |             2
     7 |             1
     8 |             1
     9 |             5
    10 |             7
    11 |             6
    12 |             8
    13 |            11
    14 |             5
    15 |             3
    16 |             3
    17 |             1
    18 |             2
    19 |             0

graph20_40_748.txt: 
Min Cuts: 85 
R Size | Number of Cuts
     1 |             7
     2 |             5
     3 |             6
     4 |             3
     5 |             3
     6 |             4
     7 |             3
     8 |             3
     9 |             2
    10 |             2
    11 |             1
    12 |             2
    13 |             7
    14 |             4
    15 |             7
    16 |             8
    17 |             9
    18 |             2
    19 |             0

graph20_40_614.txt: 
Min Cuts: 85 
R Size | Number of Cuts
     1 |             8
     2 |             4
     3 |             3
     4 |             1
     5 |             0
     6 |             0
     7 |             2
     8 |             0
     9 |             3
    10 |             1
    11 |             4
    12 |             6
    13 |             5
    14 |             3
    15 |             8
    16 |             5
    17 |             7
    18 |            10
    19 |             0

graph20_40_300.txt: 
Min Cuts: 85 
R Size | Number of Cuts
     1 |             8
     2 |             7
     3 |             1
     4 |             1
     5 |             2
     6 |             0
     7 |             1
     8 |             3
     9 |             2
    10 |             4
    11 |             5
    12 |             5
    13 |             9
    14 |             8
    15 |             6
    16 |             6
    17 |             7
    18 |             2
    19 |             0

graph20_40_216.txt: 
Min Cuts: 85 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             1
     4 |             0
     5 |             2
     6 |             1
     7 |             1
     8 |             1
     9 |             0
    10 |             2
    11 |             3
    12 |             3
    13 |             3
    14 |             7
    15 |             9
    16 |            10
    17 |            18
    18 |             5
    19 |             0

graph20_40_770.txt: 
Min Cuts: 85 
R Size | Number of Cuts
     1 |             6
     2 |             7
     3 |             4
     4 |             1
     5 |             0
     6 |             1
     7 |             2
     8 |             1
     9 |             1
    10 |             2
    11 |             3
    12 |             2
    13 |             3
    14 |             1
    15 |             5
    16 |             8
    17 |            14
    18 |            17
    19 |             0

graph20_40_141.txt: 
Min Cuts: 85 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             3
     4 |             4
     5 |             0
     6 |             0
     7 |             0
     8 |             2
     9 |             2
    10 |             1
    11 |             2
    12 |             2
    13 |             3
    14 |             3
    15 |             9
    16 |             8
    17 |             8
    18 |            19
    19 |             0

graph20_40_3.txt: 
Min Cuts: 85 
R Size | Number of Cuts
     1 |             8
     2 |             5
     3 |             3
     4 |             3
     5 |             1
     6 |             4
     7 |             4
     8 |             3
     9 |             2
    10 |             2
    11 |             4
    12 |             2
    13 |             5
    14 |             6
    15 |             4
    16 |             7
    17 |             7
    18 |             7
    19 |             0

graph20_40_847.txt: 
Min Cuts: 85 
R Size | Number of Cuts
     1 |             4
     2 |             3
     3 |             3
     4 |             1
     5 |             2
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             2
    11 |             0
    12 |             5
    13 |             6
    14 |             5
    15 |            14
    16 |             8
    17 |            10
    18 |             8
    19 |             0

graph20_40_264.txt: 
Min Cuts: 85 
R Size | Number of Cuts
     1 |             4
     2 |             4
     3 |             3
