MinCut number | Number of graphs
           19 |               0
           20 |               0
           21 |               0
           22 |               0
           23 |               0
           24 |               0
           25 |               0
           26 |               0
           27 |               0
           28 |               0
           29 |               0
           30 |               0
           31 |               0
           32 |               0
           33 |               0
           34 |               1
           35 |               0
           36 |               0
           37 |               0
           38 |               0
           39 |               1
           40 |               0
           41 |               1
           42 |               1
           43 |               1
           44 |               4
           45 |               7
           46 |               4
           47 |               6
           48 |               8
           49 |               3
           50 |              11
           51 |               7
           52 |              20
           53 |              17
           54 |              24
           55 |              16
           56 |              25
           57 |              27
           58 |              41
           59 |              25
           60 |              40
           61 |              32
           62 |              35
           63 |              36
           64 |              46
           65 |              29
           66 |              49
           67 |              51
           68 |              34
           69 |              46
           70 |              32
           71 |              39
           72 |              34
           73 |              30
           74 |              36
           75 |              33
           76 |              28
           77 |              25
           78 |              15
           79 |              17
           80 |              16
           81 |               7
           82 |               7
           83 |               9
           84 |               2
           85 |               4
           86 |               3
           87 |               4
           88 |               4
           89 |               1
           90 |               1
           91 |               2
           92 |               1
           93 |               0
           94 |               0
           95 |               0
           96 |               2
           97 |               0
           98 |               0
           99 |               0
          100 |               0
          101 |               0
          102 |               0
          103 |               0
          104 |               0
          105 |               0
          106 |               0
          107 |               0
          108 |               0
          109 |               0
          110 |               0
          111 |               0
          112 |               0
          113 |               0
          114 |               0
          115 |               0
          116 |               0
          117 |               0
          118 |               0
          119 |               0
          120 |               0
          121 |               0
          122 |               0
          123 |               0
          124 |               0
          125 |               0
          126 |               0
          127 |               0
          128 |               0
          129 |               0
          130 |               0
          131 |               0
          132 |               0
          133 |               0
          134 |               0
          135 |               0
          136 |               0
          137 |               0
          138 |               0
          139 |               0
          140 |               0
          141 |               0
          142 |               0
          143 |               0
          144 |               0
          145 |               0
          146 |               0
          147 |               0
          148 |               0
          149 |               0
          150 |               0
          151 |               0
          152 |               0
          153 |               0
          154 |               0
          155 |               0
          156 |               0
          157 |               0
          158 |               0
          159 |               0
          160 |               0
          161 |               0
          162 |               0
          163 |               0
          164 |               0
          165 |               0
          166 |               0
          167 |               0
          168 |               0
          169 |               0
          170 |               0
          171 |               0
          172 |               0
          173 |               0
          174 |               0
          175 |               0
          176 |               0
          177 |               0
          178 |               0
          179 |               0
          180 |               0
          181 |               0
          182 |               0
          183 |               0
          184 |               0
          185 |               0
          186 |               0
          187 |               0
          188 |               0
          189 |               0
          190 |               0
